Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Embedding Regression,channel_emb,1,131.32748139871134,78.56253252531353,-,0.001,1753706550
Embedding Regression,channel_emb,2,65.4369999911334,58.478383114463405,-,0.001,1753706554
Embedding Regression,channel_emb,3,55.27897134987084,66.06143936358,-,0.001,1753706559
Embedding Regression,channel_emb,4,53.50488554464804,51.39625378658897,-,0.001,1753706563
Embedding Regression,channel_emb,5,45.27374283043114,51.18987861432527,-,0.001,1753706567
Embedding Regression,channel_emb,6,42.82983870119662,43.71575064408152,-,0.001,1753706572
Embedding Regression,channel_emb,7,41.21013569187473,44.252581546181126,-,0.001,1753706576
Embedding Regression,channel_emb,8,35.51556385530008,50.217796526457136,-,0.001,1753706581
Embedding Regression,channel_emb,9,35.96979365477691,49.36643600463867,-,0.001,1753706585
Embedding Regression,channel_emb,10,36.11649211355158,55.36751867595472,-,0.001,1753706589
Embedding Regression,channel_emb,11,32.68514375348349,52.79416036605835,-,0.001,1753706594
Embedding Regression,channel_emb,12,31.63696548745439,40.404143032274746,-,0.001,1753706598
Embedding Regression,channel_emb,13,28.895624225204056,37.90127884714227,-,0.001,1753706603
Embedding Regression,channel_emb,14,30.92478910652367,36.917990358252275,-,0.001,1753706607
Embedding Regression,channel_emb,15,29.72256239040478,36.53151888596384,-,0.001,1753706611
Embedding Regression,channel_emb,16,26.57588023108405,36.1400839153089,-,0.001,1753706616
Embedding Regression,channel_emb,17,24.477284998507113,37.54118221684506,-,0.001,1753706621
Embedding Regression,channel_emb,18,26.590562958975095,39.695747325294896,-,0.001,1753706625
Embedding Regression,channel_emb,19,24.63724033252613,37.18137465025249,-,0.001,1753706630
Embedding Regression,channel_emb,20,23.829191916697734,32.84500621494494,-,0.0008,1753706635
Embedding Regression,channel_emb,21,20.63401487066939,32.15359185871325,-,0.0008,1753706640
Embedding Regression,channel_emb,22,18.98706420047863,31.432357687699167,-,0.0008,1753706644
Embedding Regression,channel_emb,23,20.445457961108232,32.12717164190192,-,0.0008,1753706649
Embedding Regression,channel_emb,24,18.810954354904794,30.705262083756296,-,0.0008,1753706653
Embedding Regression,channel_emb,25,18.47602137359413,28.647599446146113,-,0.0008,1753706658
Embedding Regression,channel_emb,26,19.62298670330563,28.298378768720124,-,0.0008,1753706663
Embedding Regression,channel_emb,27,17.915682019414128,37.265026468979684,-,0.0008,1753706669
Embedding Regression,channel_emb,28,17.884567537823237,33.30149678180092,-,0.0008,1753706674
Embedding Regression,channel_emb,29,18.575153405601913,29.294657067248696,-,0.0008,1753706679
Embedding Regression,channel_emb,30,17.506394508722668,28.53452223225644,-,0.0008,1753706683
Embedding Regression,channel_emb,31,18.149024963378906,29.49729743756746,-,0.0008,1753706688
Embedding Regression,channel_emb,32,19.248128633241397,27.959686279296875,-,0.0008,1753706692
Embedding Regression,channel_emb,33,17.558798905965443,32.79263325741417,-,0.0008,1753706697
Embedding Regression,channel_emb,34,17.539226209795153,31.825790204499896,-,0.0008,1753706701
Embedding Regression,channel_emb,35,16.987452571456497,32.74880439356754,-,0.0008,1753706706
Embedding Regression,channel_emb,36,17.15730620719291,30.095967192398874,-,0.0008,1753706710
Embedding Regression,channel_emb,37,18.577965253108257,29.795931314167223,-,0.0008,1753706714
Embedding Regression,channel_emb,38,24.245866144025648,35.65110567996376,-,0.0008,1753706719
Embedding Regression,channel_emb,39,18.562408208847046,27.319088383724814,-,0.0008,1753706723
Embedding Regression,channel_emb,40,17.02096699379586,26.812417733041865,-,0.00064,1753706728
