Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Embedding Regression,raw,1,0.15704798255417798,0.08929528492395164,-,0.001,1753685550
Embedding Regression,raw,2,0.10140965617186315,0.05628476696735134,-,0.001,1753685550
Embedding Regression,raw,3,0.08668846727625744,0.043039364607206414,-,0.001,1753685551
Embedding Regression,raw,4,0.06380662845598685,0.03816554241110476,-,0.001,1753685551
Embedding Regression,raw,5,0.06399355285071037,0.03361460709386841,-,0.001,1753685552
Embedding Regression,raw,6,0.04924581461661571,0.018894367092637483,-,0.001,1753685552
Embedding Regression,raw,7,0.04575360969111726,0.03373237047344446,-,0.001,1753685553
Embedding Regression,raw,8,0.03899292748522114,0.019372173448783808,-,0.001,1753685554
Embedding Regression,raw,9,0.03839145938085543,0.021482540259682607,-,0.001,1753685554
Embedding Regression,raw,10,0.03298259141376695,0.017366313174379623,-,0.001,1753685555
Embedding Regression,raw,11,0.03438075621788566,0.044744285998777264,-,0.001,1753685555
Embedding Regression,raw,12,0.036656546884694614,0.019798566913548983,-,0.001,1753685556
Embedding Regression,raw,13,0.029582118363799276,0.012855317891847825,-,0.001,1753685556
Embedding Regression,raw,14,0.024134189116995077,0.012009653044218312,-,0.001,1753685557
Embedding Regression,raw,15,0.019445943520278543,0.012526387074759521,-,0.001,1753685557
Embedding Regression,raw,16,0.02018874171315818,0.0091952499917702,-,0.001,1753685558
Embedding Regression,raw,17,0.018706702727925132,0.009481797435124513,-,0.001,1753685558
Embedding Regression,raw,18,0.016225713858934673,0.010224599476751625,-,0.001,1753685559
Embedding Regression,raw,19,0.017707054742385406,0.011236744185238063,-,0.001,1753685559
Embedding Regression,raw,20,0.02204393605525429,0.010713024317527658,-,0.0008,1753685560
Embedding Regression,raw,21,0.01258899101584747,0.005860919365659356,-,0.0008,1753685562
Embedding Regression,raw,22,0.009190502444382858,0.005627713078667797,-,0.0008,1753685562
Embedding Regression,raw,23,0.008989907027146703,0.0048526068939510605,-,0.0008,1753685563
Embedding Regression,raw,24,0.009198783997546983,0.005008154426745716,-,0.0008,1753685563
Embedding Regression,raw,25,0.007764230721403618,0.0036102437153284366,-,0.0008,1753685564
Embedding Regression,raw,26,0.007612794883096138,0.004302425745583209,-,0.0008,1753685564
Embedding Regression,raw,27,0.008021563310427842,0.005107003126331434,-,0.0008,1753685565
Embedding Regression,raw,28,0.007930488571071544,0.0038274595223693492,-,0.0008,1753685565
Embedding Regression,raw,29,0.006499710700449509,0.004297457815173278,-,0.0008,1753685566
Embedding Regression,raw,30,0.0055430515707042575,0.0031494302322714256,-,0.0008,1753685566
Embedding Regression,raw,31,0.006988391321076936,0.003062926290428494,-,0.0008,1753685567
Embedding Regression,raw,32,0.006720129463418915,0.004893133679696289,-,0.0008,1753685567
Embedding Regression,raw,33,0.005314263250880144,0.0033621413747662817,-,0.0008,1753685568
Embedding Regression,raw,34,0.004762668238096946,0.0025117836544546776,-,0.0008,1753685568
Embedding Regression,raw,35,0.004166270587341608,0.002451071163562608,-,0.0008,1753685569
Embedding Regression,raw,36,0.004225566328780071,0.0049939425480013495,-,0.0008,1753685569
Embedding Regression,raw,37,0.004889463102822569,0.0037168565746333424,-,0.0008,1753685570
Embedding Regression,raw,38,0.004418042954057455,0.004952008615019827,-,0.0008,1753685571
Embedding Regression,raw,39,0.0039014349568861763,0.0018582924349917745,-,0.0008,1753685571
Embedding Regression,raw,40,0.003656689168860179,0.001632703499683198,-,0.00064,1753685572
