Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Channel Reconstruction,raw,1,793.2910758353569,710.758098368742,-,0.001,1753606710
Channel Reconstruction,raw,2,730.1339119576119,677.2838397382878,-,0.001,1753606711
Channel Reconstruction,raw,3,692.9165377230257,642.3489739035263,-,0.001,1753606712
