Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Embedding Regression,channel_emb,1,20.58747489635761,23.043949127197266,-,0.0001,1754035047
Embedding Regression,channel_emb,2,18.36286339393029,22.752904772758484,-,0.0001,1754035048
Embedding Regression,channel_emb,3,13.730820399064283,22.614828526973724,-,0.0001,1754035049
Embedding Regression,channel_emb,4,12.447172825153057,22.270111203193665,-,0.0001,1754035050
Embedding Regression,channel_emb,5,11.383730264810415,21.982205152511597,-,0.0001,1754035051
Embedding Regression,channel_emb,6,11.054643300863413,21.877226948738098,-,0.0001,1754035052
Embedding Regression,channel_emb,7,10.285245785346397,21.826096206903458,-,0.0001,1754035053
Embedding Regression,channel_emb,8,9.83312907585731,21.712218403816223,-,0.0001,1754035054
Embedding Regression,channel_emb,9,8.730611984546368,21.438441783189774,-,0.0001,1754035055
Embedding Regression,channel_emb,10,8.208342112027681,21.218097686767578,-,0.0001,1754035056
Embedding Regression,channel_emb,11,8.13831167954665,21.104614794254303,-,0.0001,1754035057
Embedding Regression,channel_emb,12,7.541260866018442,21.03941512107849,-,0.0001,1754035058
Embedding Regression,channel_emb,13,7.290970252110408,20.82652896642685,-,0.0001,1754035059
Embedding Regression,channel_emb,14,6.92630909039424,20.7370565533638,-,0.0001,1754035060
Embedding Regression,channel_emb,15,6.851008561941294,20.589115470647812,-,0.0001,1754035061
Embedding Regression,channel_emb,16,6.785815238952637,20.402158468961716,-,0.0001,1754035062
Embedding Regression,channel_emb,17,6.287864740078266,20.39832291007042,-,0.0001,1754035063
Embedding Regression,channel_emb,18,6.2060624452737665,20.430932939052582,-,0.0001,1754035064
Embedding Regression,channel_emb,19,6.241807790902945,20.30179536342621,-,0.0001,1754035065
Embedding Regression,channel_emb,20,5.873695153456468,20.228286921977997,-,8e-05,1754035066
Embedding Regression,channel_emb,21,5.773961250598614,20.130846798419952,-,8e-05,1754035067
Embedding Regression,channel_emb,22,5.761772779318003,20.068147778511047,-,8e-05,1754035068
Embedding Regression,channel_emb,23,5.454088495327876,20.0268212556839,-,8e-05,1754035069
Embedding Regression,channel_emb,24,5.402361191236055,19.941965132951736,-,8e-05,1754035070
Embedding Regression,channel_emb,25,5.257108853413508,19.898947775363922,-,8e-05,1754035072
Embedding Regression,channel_emb,26,5.316566980802095,19.9259093105793,-,8e-05,1754035073
Embedding Regression,channel_emb,27,5.119153352884146,19.884046137332916,-,8e-05,1754035074
Embedding Regression,channel_emb,28,5.006108100597675,19.84859323501587,-,8e-05,1754035075
Embedding Regression,channel_emb,29,5.069661984076867,19.75797936320305,-,8e-05,1754035076
Embedding Regression,channel_emb,30,4.916056467936589,19.657223224639893,-,8e-05,1754035077
Embedding Regression,channel_emb,31,4.683434082911565,19.56733399629593,-,8e-05,1754035078
Embedding Regression,channel_emb,32,4.74972127034114,19.448688745498657,-,8e-05,1754035079
Embedding Regression,channel_emb,33,4.624741297501784,19.493652939796448,-,8e-05,1754035080
Embedding Regression,channel_emb,34,4.675192686227652,19.46296888589859,-,8e-05,1754035081
Embedding Regression,channel_emb,35,4.644499338590181,19.301742881536484,-,8e-05,1754035082
Embedding Regression,channel_emb,36,4.497176152009231,19.21320804953575,-,8e-05,1754035083
Embedding Regression,channel_emb,37,4.426153568121103,19.24222558736801,-,8e-05,1754035084
Embedding Regression,channel_emb,38,4.340880944178655,19.20512104034424,-,8e-05,1754035085
Embedding Regression,channel_emb,39,4.314528648669903,19.132327377796173,-,8e-05,1754035086
Embedding Regression,channel_emb,40,4.299446417735173,19.153958529233932,-,6.400000000000001e-05,1754035087
Embedding Regression,channel_emb,41,4.2312340919788065,19.140032827854156,-,6.400000000000001e-05,1754035088
Embedding Regression,channel_emb,42,4.244227207623995,19.13302382826805,-,6.400000000000001e-05,1754035089
