Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Embedding Regression,channel_emb,1,21.8150881689948,31.98176740345202,-,0.001,1753707680
Embedding Regression,channel_emb,2,22.126607534047718,30.440797354045667,-,0.001,1753707684
Embedding Regression,channel_emb,3,20.75096100729865,32.38928338101036,-,0.001,1753707689
Embedding Regression,channel_emb,4,20.77010418273307,30.557975492979352,-,0.001,1753707693
Embedding Regression,channel_emb,5,19.596227794080168,33.468273514195495,-,0.001,1753707697
Embedding Regression,channel_emb,6,18.414232640653044,28.76919046201204,-,0.001,1753707702
Embedding Regression,channel_emb,7,19.28462554313041,30.885455683657998,-,0.001,1753707706
Embedding Regression,channel_emb,8,17.83162009716034,33.64261531829834,-,0.001,1753707710
Embedding Regression,channel_emb,9,17.696389584927946,33.88959902211239,-,0.001,1753707715
Embedding Regression,channel_emb,10,19.184820719667382,43.26659963005468,-,0.001,1753707719
Embedding Regression,channel_emb,11,17.301856024845225,32.17789451699508,-,0.001,1753707724
Embedding Regression,channel_emb,12,17.12586217957574,29.872965511522796,-,0.001,1753707728
Embedding Regression,channel_emb,13,16.56558884156717,28.047490546577855,-,0.001,1753707732
Embedding Regression,channel_emb,14,16.43622501476391,27.745531232733477,-,0.001,1753707737
Embedding Regression,channel_emb,15,17.10674513352884,27.166290182816354,-,0.001,1753707741
Embedding Regression,channel_emb,16,15.843526434254002,27.88950278884486,-,0.001,1753707745
Embedding Regression,channel_emb,17,15.42563948115787,28.925269177085475,-,0.001,1753707750
Embedding Regression,channel_emb,18,16.87848533810796,30.075460358669883,-,0.001,1753707754
Embedding Regression,channel_emb,19,15.779002795348296,28.263443896644993,-,0.001,1753707758
Embedding Regression,channel_emb,20,15.690787631112176,25.570035721126356,-,0.0008,1753707763
Embedding Regression,channel_emb,21,13.886466690011927,26.03766773876391,-,0.0008,1753707767
Embedding Regression,channel_emb,22,13.162756552567354,26.12974483088443,-,0.0008,1753707771
Embedding Regression,channel_emb,23,13.743245698310233,26.208655131490605,-,0.0008,1753707776
Embedding Regression,channel_emb,24,13.10696744596636,25.504763854177373,-,0.0008,1753707780
Embedding Regression,channel_emb,25,13.242029563800708,24.209450922514264,-,0.0008,1753707784
Embedding Regression,channel_emb,26,14.142347632227716,23.906840324401855,-,0.0008,1753707789
Embedding Regression,channel_emb,27,21.42838293797261,32.025840985147575,-,0.0008,1753707793
Embedding Regression,channel_emb,28,14.705932230562777,27.71430584004051,-,0.0008,1753707797
Embedding Regression,channel_emb,29,13.879295110702515,24.868626067512913,-,0.0008,1753707802
Embedding Regression,channel_emb,30,13.042327877637502,24.565182309401663,-,0.0008,1753707806
Embedding Regression,channel_emb,31,13.361180569674518,24.699451408888166,-,0.0008,1753707811
Embedding Regression,channel_emb,32,13.523513326773772,23.465903420197336,-,0.0008,1753707815
Embedding Regression,channel_emb,33,12.625667082296836,26.870683004981593,-,0.0008,1753707819
Embedding Regression,channel_emb,34,12.719116861755783,26.945335312893516,-,0.0008,1753707824
Embedding Regression,channel_emb,35,12.565781689978934,27.02538269444516,-,0.0008,1753707828
Embedding Regression,channel_emb,36,12.644273706384608,24.717562073155452,-,0.0008,1753707832
Embedding Regression,channel_emb,37,13.100493102460295,24.178293905760114,-,0.0008,1753707837
Embedding Regression,channel_emb,38,15.206790015504167,29.031745935741224,-,0.0008,1753707841
Embedding Regression,channel_emb,39,13.025085777849764,23.751998173563106,-,0.0008,1753707845
Embedding Regression,channel_emb,40,12.566047713563249,23.146829517264116,-,0.00064,1753707850
