Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Embedding Regression,channel_emb,1,239.8308152894716,183.24738996856067,-,0.001,1753686192
Embedding Regression,channel_emb,2,181.46504273285737,155.08041213158847,-,0.001,1753686197
Embedding Regression,channel_emb,3,153.05619311977077,136.96340287137193,-,0.001,1753686202
Embedding Regression,channel_emb,4,132.79683066703177,122.59604527998944,-,0.001,1753686206
Embedding Regression,channel_emb,5,116.25083923339844,112.54007645691333,-,0.001,1753686211
Embedding Regression,channel_emb,6,104.94710999566155,105.35218024740414,-,0.001,1753686217
Embedding Regression,channel_emb,7,94.73385197407491,98.40191110623937,-,0.001,1753686221
Embedding Regression,channel_emb,8,86.44218001494536,92.5520421371979,-,0.001,1753686226
Embedding Regression,channel_emb,9,80.39279257284629,88.1825677780878,-,0.001,1753686231
Embedding Regression,channel_emb,10,76.83163761448216,84.3526059364786,-,0.001,1753686236
Embedding Regression,channel_emb,11,71.16613815926216,82.35478791087662,-,0.001,1753686240
Embedding Regression,channel_emb,12,68.99014957531078,78.95919725197513,-,0.001,1753686245
Embedding Regression,channel_emb,13,65.62214789519439,76.66411789096132,-,0.001,1753686251
Embedding Regression,channel_emb,14,60.74526240374591,76.08247686892139,-,0.001,1753686255
Embedding Regression,channel_emb,15,62.10006636542243,75.47352439205663,-,0.001,1753686260
Embedding Regression,channel_emb,16,58.881195223009264,74.97616664082015,-,0.001,1753686265
Embedding Regression,channel_emb,17,57.66109523257694,73.0412261664462,-,0.001,1753686270
Embedding Regression,channel_emb,18,57.31689133515229,72.88691723103426,-,0.001,1753686275
Embedding Regression,channel_emb,19,60.86716553971574,72.34846389536955,-,0.001,1753686280
Embedding Regression,channel_emb,20,51.10493046528584,72.81076146469636,-,0.0008,1753686285
