Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Embedding Regression,channel_emb,1,149.3744372290534,123.32336686786853,-,0.001,1753690400
Embedding Regression,channel_emb,2,120.59132715173669,141.38598713121917,-,0.001,1753690404
Embedding Regression,channel_emb,3,126.17284567291672,206.44797937493576,-,0.001,1753690409
Embedding Regression,channel_emb,4,237.0255651731749,385.2089638960989,-,0.001,1753690413
Embedding Regression,channel_emb,5,1449.318500209499,2121.5639969675162,-,0.001,1753690418
Embedding Regression,channel_emb,6,2451.7857179383973,1206.1779544228002,-,0.001,1753690422
Embedding Regression,channel_emb,7,787.4528192056192,526.8166857267681,-,0.001,1753690427
Embedding Regression,channel_emb,8,265.43569903760346,212.9952776055587,-,0.001,1753690432
Embedding Regression,channel_emb,9,161.97326453956398,109.8549690246582,-,0.001,1753690436
Embedding Regression,channel_emb,10,111.00578562633412,99.68688884534333,-,0.001,1753690441
Embedding Regression,channel_emb,11,89.63245749312478,77.27687524494372,-,0.001,1753690445
Embedding Regression,channel_emb,12,74.1075507756826,61.15343369935688,-,0.001,1753690450
Embedding Regression,channel_emb,13,63.15671188766892,54.21669658861662,-,0.001,1753690455
Embedding Regression,channel_emb,14,58.900036322103965,50.80714838128341,-,0.001,1753690461
Embedding Regression,channel_emb,15,51.34429374901024,47.40982678062037,-,0.001,1753690467
Embedding Regression,channel_emb,16,46.165733337402344,48.43347494225753,-,0.001,1753690472
Embedding Regression,channel_emb,17,43.03190463298076,44.736408384222734,-,0.001,1753690477
Embedding Regression,channel_emb,18,41.96022364577732,45.87209623738339,-,0.001,1753690481
Embedding Regression,channel_emb,19,36.35145024995546,43.845353277106035,-,0.001,1753690486
Embedding Regression,channel_emb,20,36.791924399298594,42.629858920448704,-,0.0008,1753690490
