Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Embedding Regression,raw,1,0.09475890111152818,0.04100186224221378,-,0.001,1753687755
Embedding Regression,raw,2,0.04543954142857166,0.029400554787669633,-,0.001,1753687756
Embedding Regression,raw,3,0.029652758153016063,0.012577687302050559,-,0.001,1753687758
Embedding Regression,raw,4,0.017509154348197033,0.00946751659786379,-,0.001,1753687759
Embedding Regression,raw,5,0.012959994654468938,0.008461632230948354,-,0.001,1753687760
Embedding Regression,raw,6,0.008658108345809438,0.004523485489944751,-,0.001,1753687761
Embedding Regression,raw,7,0.0061608138985196955,0.0029007661143770893,-,0.001,1753687762
Embedding Regression,raw,8,0.004464591226103354,0.0027211743872612715,-,0.001,1753687763
Embedding Regression,raw,9,0.0038575353267203483,0.0035272791613572955,-,0.001,1753687764
Embedding Regression,raw,10,0.002817942620711211,0.0024383290123345482,-,0.001,1753687766
