Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Embedding Regression,channel_emb,1,173.071852885136,133.20660472560573,-,0.001,1753687117
Embedding Regression,channel_emb,2,106.27501631756218,92.44932210767591,-,0.001,1753687122
Embedding Regression,channel_emb,3,83.15638463026812,74.49797460195181,-,0.001,1753687127
Embedding Regression,channel_emb,4,72.82796807840568,68.06689316517598,-,0.001,1753687134
Embedding Regression,channel_emb,5,67.03994051615398,66.66708969425511,-,0.001,1753687140
Embedding Regression,channel_emb,6,65.27156072084595,63.27825713802029,-,0.001,1753687145
Embedding Regression,channel_emb,7,63.92699693173778,64.70286933795826,-,0.001,1753687152
Embedding Regression,channel_emb,8,61.39953146175463,63.76652416023048,-,0.001,1753687157
Embedding Regression,channel_emb,9,61.8623409011737,65.13442637469318,-,0.001,1753687164
Embedding Regression,channel_emb,10,58.82290472951876,64.24186755515434,-,0.001,1753687169
Embedding Regression,channel_emb,11,57.5011585910304,67.23762518650777,-,0.001,1753687174
Embedding Regression,channel_emb,12,55.9520493202469,66.67817783355713,-,0.001,1753687181
Embedding Regression,channel_emb,13,55.98570538215897,62.8906409031636,-,0.001,1753687186
Embedding Regression,channel_emb,14,54.23874066151729,62.22800453289135,-,0.001,1753687194
Embedding Regression,channel_emb,15,53.71026748864829,62.88185894167101,-,0.001,1753687199
Embedding Regression,channel_emb,16,51.97490122529114,64.9266770337079,-,0.001,1753687204
Embedding Regression,channel_emb,17,53.07683907074182,63.467299409814785,-,0.001,1753687212
Embedding Regression,channel_emb,18,50.68745588445339,65.28268942961822,-,0.001,1753687217
Embedding Regression,channel_emb,19,50.53514128963963,64.0046690734657,-,0.001,1753687224
Embedding Regression,channel_emb,20,49.5283768323003,61.98030760481551,-,0.0008,1753687229
