Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Embedding Regression,channel_emb,1,224.43110316508526,220.6825348703485,-,0.001,1753693218
Embedding Regression,channel_emb,2,164.5533452936121,180.41610567193283,-,0.001,1753693223
Embedding Regression,channel_emb,3,134.69406268403336,153.4559817063181,-,0.001,1753693227
Embedding Regression,channel_emb,4,115.17835289723165,135.0179376100239,-,0.001,1753693232
Embedding Regression,channel_emb,5,102.10607928198738,120.6233111933658,-,0.001,1753693237
Embedding Regression,channel_emb,6,93.15772747349095,109.07272288673802,-,0.001,1753693241
Embedding Regression,channel_emb,7,87.94304610587456,100.52217212476228,-,0.001,1753693246
Embedding Regression,channel_emb,8,80.01811740849469,94.30031490325928,-,0.001,1753693251
Embedding Regression,channel_emb,9,74.30324673008275,87.67698619240208,-,0.001,1753693256
Embedding Regression,channel_emb,10,70.79243339074624,83.10796401375218,-,0.001,1753693261
Embedding Regression,channel_emb,11,65.86639151702056,78.50589059528552,-,0.001,1753693265
Embedding Regression,channel_emb,12,63.10602342760241,74.81388212505139,-,0.001,1753693270
Embedding Regression,channel_emb,13,61.48128924498687,72.92571830749512,-,0.001,1753693275
Embedding Regression,channel_emb,14,61.18442653965305,70.64874568738435,-,0.001,1753693283
Embedding Regression,channel_emb,15,60.54028619302286,67.29718936117072,-,0.001,1753693288
Embedding Regression,channel_emb,16,55.8883881182284,64.57187873438785,-,0.001,1753693296
Embedding Regression,channel_emb,17,54.76041371113545,62.96183977629009,-,0.001,1753693301
Embedding Regression,channel_emb,18,52.61308392962894,61.60730974297775,-,0.001,1753693306
Embedding Regression,channel_emb,19,50.28096589526615,60.027782139025234,-,0.001,1753693313
Embedding Regression,channel_emb,20,51.032687084094896,57.99890764136063,-,0.0008,1753693318
