Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Embedding Regression,channel_emb,1,131.32748139871134,78.56253252531353,-,0.001,1753705107
Embedding Regression,channel_emb,2,65.4369999911334,58.478383114463405,-,0.001,1753705111
Embedding Regression,channel_emb,3,55.27897134987084,66.06143936358,-,0.001,1753705115
Embedding Regression,channel_emb,4,53.50488554464804,51.39625378658897,-,0.001,1753705120
Embedding Regression,channel_emb,5,45.27374283043114,51.18987861432527,-,0.001,1753705124
Embedding Regression,channel_emb,6,42.82983870119662,43.71575064408152,-,0.001,1753705128
Embedding Regression,channel_emb,7,41.21013569187473,44.252581546181126,-,0.001,1753705133
Embedding Regression,channel_emb,8,35.51556385530008,50.217796526457136,-,0.001,1753705137
Embedding Regression,channel_emb,9,35.96979365477691,49.36643600463867,-,0.001,1753705141
Embedding Regression,channel_emb,10,36.11649211355158,55.36751867595472,-,0.001,1753705146
Embedding Regression,channel_emb,11,32.68514375348349,52.79416036605835,-,0.001,1753705150
Embedding Regression,channel_emb,12,31.63696548745439,40.404143032274746,-,0.001,1753705154
Embedding Regression,channel_emb,13,28.895624225204056,37.90127884714227,-,0.001,1753705159
Embedding Regression,channel_emb,14,30.92478910652367,36.917990358252275,-,0.001,1753705163
Embedding Regression,channel_emb,15,29.72256239040478,36.53151888596384,-,0.001,1753705168
Embedding Regression,channel_emb,16,26.57588023108405,36.1400839153089,-,0.001,1753705172
Embedding Regression,channel_emb,17,24.477284998507113,37.54118221684506,-,0.001,1753705176
Embedding Regression,channel_emb,18,26.590562958975095,39.695747325294896,-,0.001,1753705181
Embedding Regression,channel_emb,19,24.63724033252613,37.18137465025249,-,0.001,1753705185
Embedding Regression,channel_emb,20,23.829191916697734,32.84500621494494,-,0.0008,1753705189
