Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
LoS/NLoS Classification,raw,1,0.6727489076162639,0.5610650358973323,0.41427682396250853,0.001,1753600373
LoS/NLoS Classification,raw,2,0.5398514568805695,0.4890907430970991,0.42065956355665124,0.001,1753600373
LoS/NLoS Classification,raw,3,0.4927364085849963,0.4623541324525266,0.4230246304103381,0.001,1753600374
